Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Top Somrat,2003,,6.1,8,action,bengali
Thani Kudithanam,1977,,6.4,0,musical,tamil
Life is Good,2012,100 min,5.9,7,"drama, family",hindi
Beauty and Brains,2010,84 min,6.4,0,documentary,nepali
Loafer,2015,134 min,5.1,323,"action, drama",telugu
Darogaji,1949,123 min,7.7,9,"crime, drama, romance",hindi
Gaariwala,2014,85 min,7.4,46,"drama, family",bengali
Gaanchali,2018,,6.4,0,drama,kannada
Thulluvadho Ilamai,2002,144 min,6.2,412,drama,tamil
Bhoot and Friends,2010,133 min,5.6,86,"animation, action, adventure",hindi
Dadon Ka Dada,1980,,6.4,0,action,hindi
Lalu-Ustad,1956,,6.4,0,action,hindi
Varudu,2010,147 min,3.5,951,"action, drama, thriller",telugu
Shrant,1984,,6.4,0,thriller,hindi
Nau Bahar,1952,,6.8,8,"drama, family",hindi
Indian,1996,185 min,8.1,11019,"action, drama, thriller",tamil
Mandi,1956,,6.4,0,drama,urdu
916 Viswasam,2013,,6.4,0,short,malayalam
Barsaat Ki Raat,1998,151 min,4.1,10,musical,hindi
Kadavul,1997,,5.2,12,unknown,tamil
Swapnam,2006,160 min,6.4,0,drama,malayalam
Chalaak,1973,,5.5,6,"action, crime, drama",hindi
Veera Pulikeshi,2014,143 min,6.4,0,drama,kannada
Choodatha Pookal,1985,,6.4,0,unknown,malayalam
Thudakkam,2004,,6.4,0,unknown,malayalam
Ranjhan Mera Yaar,1984,,5.2,6,unknown,punjabi
Chaar Din Ki Chandni,2012,131 min,4.1,392,"comedy, romance",hindi
Maya Ta Maya Ho,2009,,6.4,0,romance,nepali
Mission Paisa 2: Reloaded,2015,100 min,6.4,0,action,nepali
Teen Patti,2010,140 min,4.1,1447,"crime, drama, thriller",hindi
Priya O Priya,1997,,5.3,11,drama,telugu
Mangala Toranalu,1979,,6.4,0,unknown,telugu
Jesus in India,2009,,6.4,0,biography,hindi
Kapila,2014,62 min,7.6,9,"documentary, biography, music",malayalam
MalliRaava,2017,129 min,8.0,1148,"drama, romance",telugu
Saubhagya,1940,,6.4,0,unknown,hindi
Deool Band,2015,181 min,7.0,214,drama,marathi
Dor,2006,147 min,7.9,5729,drama,urdu
2 Hours Love,2019,150 min,6.7,205,romance,telugu
Hum Bhi Insaan Hain,1989,149 min,5.8,35,"action, crime, drama",hindi
Baccha shoshur,2019,124 min,5.4,209,drama,bengali
Circus Ki Sundari,1941,,6.4,0,unknown,hindi
Talwarwala,1946,,6.4,0,unknown,hindi
Akasa Veedhilo,2001,,4.9,75,"drama, family",telugu
Rakhwala,1989,,5.0,80,drama,hindi
Devaru Bekagiddare,2019,94 min,8.0,7,drama,kannada
Dil Kaa Heera,1979,,6.5,28,drama,hindi
Mainu Pyar Kardie Parjaat Kudiye,2020,,6.4,0,drama,punjabi
Nandanavanadol,2019,,6.4,0,thriller,kannada
Kannil Theriyum Kadhaigal,1980,124 min,6.4,0,musical,tamil
Yamraaj,1998,,5.7,54,"action, drama",hindi
Love vs Gangster,2017,,6.4,0,thriller,hindi
Postmaster,1964,152 min,6.4,0,unknown,kannada
Bara Baje,1961,,6.4,0,drama,urdu
Bhakta Dhruva,1983,,6.4,0,drama,hindi
Uthenge Hum - We will Rise,2020,,6.4,0,documentary,malayalam
Old Is Gold,2019,136 min,6.8,6,"comedy, drama",malayalam
Daaman Aur Aag,1973,,6.0,6,"drama, romance",hindi
Poi Saatchi,1982,,6.4,0,unknown,tamil
Reporter Raju,1962,138 min,5.2,11,"action, crime, drama",punjabi
Raj Purush,1987,,6.4,9,drama,bengali
The Royal Bengal Tiger,2014,110 min,6.9,780,thriller,bengali
Agni Parvatham,1979,,6.4,0,unknown,malayalam
Bondhu,1958,,6.4,0,drama,bengali
Jhumka,1995,,6.4,0,action,hindi
Katha Nayakudu,1984,153 min,7.0,25,drama,telugu
Chillu,1982,,4.2,9,"drama, romance",malayalam
Lal Bangla,1966,135 min,5.7,14,mystery,hindi
Prantarekha,1974,,6.4,0,romance,bengali
Half the Sky,2012,224 min,8.4,250,documentary,urdu
Ram Bhakta Hanuman,1948,,7.4,8,"action, adventure, fantasy",hindi
Adisaya Piravi,1990,145 min,6.9,321,"action, comedy, fantasy",tamil
Jekhane Bhooter Bhoy,2012,94 min,6.9,872,adventure,bengali
Naan Mahaan Alla,1984,232 min,6.3,88,"action, drama",tamil
Padicha Kallan,1969,,6.4,0,unknown,malayalam
Nagajyothi,1993,,6.4,0,family,telugu
Cyber Yugadol Nava Yuva Madhura Prema Kavyam,2012,160 min,6.4,0,drama,kannada
Aakrosh,1980,144 min,7.9,864,"crime, drama, music",hindi
Sahara,1959,,6.4,0,unknown,urdu
Lucky Kabootar,2014,117 min,5.1,73,comedy,hindi
Darar,1972,,6.4,0,drama,hindi
Paresh,1955,,6.4,0,unknown,bengali
Kettiyollaanu Ente Maalakha,2019,135 min,7.6,1497,"comedy, drama",malayalam
Rangin Basanta,1995,109 min,7.2,8,drama,bengali
Sathyam,2021,,6.4,0,"action, drama, thriller",telugu
Kaala Patthar,1979,176 min,7.7,2178,"action, drama, history",hindi
Kaash,1987,140 min,6.4,196,drama,hindi
Baaghi Ishq,2018,127 min,6.4,0,drama,bhojpuri
Mala Aai Vhaaychay!,2011,124 min,7.9,29,"drama, family, music",marathi
Adarsha Hindu Hotel,1957,141 min,7.5,15,drama,bengali
Shanakht,1989,,4.8,11,drama,hindi
Aat Paake Bandha,2011,,6.4,0,drama,bengali
Up & Down: Mukalil Oralundu!,2013,115 min,5.1,73,thriller,malayalam
Farz Ki Jung,1989,139 min,4.4,36,drama,hindi
Pattikada Pattanama,1972,,6.1,24,unknown,tamil
Naan Yen Pirandhen,1972,159 min,6.4,9,drama,tamil
Idhem Dheyyam,2017,116 min,6.4,0,"comedy, horror",telugu
Manasantha Nuvve,2001,157 min,7.2,268,"drama, family, romance",telugu
Radha Chudlo Perje Mara Naam No,2010,149 min,6.4,0,drama,gujarati
Mazhakkala Megham,1985,,6.4,0,unknown,malayalam
Jackie,1985,,6.6,15,family,telugu
Kadhal Solla Aasai,2014,132 min,4.4,5,family,tamil
Porinju Mariyam Jose,2019,148 min,6.9,975,"action, comedy, drama",malayalam
Uttoran,1994,90 min,6.7,128,drama,bengali
Uttarayan,1941,,6.5,20,drama,bengali
Easan,2010,164 min,6.5,91,drama,tamil
Rascals,2011,128 min,2.9,2646,"action, comedy, crime",gujarati
M-24,2021,22 min,6.4,0,"short, drama",malayalam
Ghar Aau - Come Home,2021,,6.4,0,short,nepali
Taanko Bhid Gayo,2014,126 min,2.7,18,comedy,rajastani
Jeet,1972,,4.7,13,"romance, drama, action",hindi
Rudali,2019,,6.4,0,drama,hindi
Indina Satya,2012,,6.4,0,drama,kannada
Sipah Salar,1972,,6.4,0,unknown,urdu
Naan Sootiya Malar,1980,,6.4,0,drama,tamil
Kantaar,2019,117 min,6.4,0,drama,konkani
Anveshichu Kandethiyilla,1967,150 min,6.8,6,unknown,malayalam
Idaya Kovil,1985,160 min,6.2,115,"drama, romance",tamil
VEER ABHAL VALLO,1974,,6.4,0,drama,gujarati
Neelkantha,1985,,6.4,0,drama,bengali
Peraanmai,2009,150 min,7.2,961,"action, adventure, drama",tamil
Varana Malyam,1994,,6.4,0,unknown,malayalam
Suno Na.. Ek Nanhi Aawaz,2009,127 min,4.5,6,drama,hindi
Hotel Snow Fox,1976,140 min,7.0,13,drama,bengali
Accident on Hill Road,2010,105 min,4.0,283,"crime, drama, thriller",hindi
Local Kung Fu 2,2017,125 min,7.9,52,"action, comedy",assamese
Thangachi Kalyanam,1989,,6.4,0,unknown,tamil
Picnic,1972,124 min,6.4,0,drama,bengali
Meri Dharti Mera Pyar,1970,,6.4,0,unknown,punjabi
Raaja Paarvai,1981,144 min,7.2,211,"drama, romance",tamil
Tikli and Laxmi Bomb,2017,151 min,7.9,1831,drama,hindi
Dhurga Dhevi,1977,,6.4,0,unknown,tamil
Halaku,1956,122 min,6.8,36,"adventure, drama, musical",hindi
Yeh Raat,2006,,6.4,0,"drama, horror, mystery",hindi
Sandipan Pathshala,1949,,6.4,0,drama,bengali
Rocky Handsome,2016,119 min,6.8,7483,"action, crime, drama",hindi
Virgin Road,2014,22 min,6.4,0,"short, drama",malayalam
Four Friends,2010,156 min,3.7,218,drama,malayalam
Night Duty,1974,,6.4,0,drama,malayalam
Aurangzeb,1945,,6.4,0,action,hindi
Haliya Surasuraru,1990,,6.4,0,unknown,kannada
Vrundavan,2016,,6.5,16,romance,marathi
Dhondi Dhondi Paani De,1986,,6.4,0,unknown,marathi
Battlefield Enforcement,2018,49 min,6.4,0,"action, drama",hindi
Dreaming of Words,2021,60 min,6.4,0,"documentary, biography",malayalam
Miss Teacher,2016,133 min,3.1,233,romance,hindi
Naalai Namadhe,2009,135 min,6.4,0,drama,tamil
Pyaasa,2002,137 min,3.3,95,"drama, romance",hindi
Mimics Super 1000,1996,,5.3,20,unknown,malayalam
Endendu Ninagagi,2014,,6.4,0,drama,kannada
Manini,2004,142 min,6.8,9,family,marathi
Chalachal,1956,114 min,6.4,0,drama,bengali
Karachi 81,2021,,6.4,0,"action, drama, thriller",malayalam
Woh Din Aayega,1987,122 min,6.4,0,unknown,hindi
Koode,2018,155 min,7.6,2008,"drama, fantasy",malayalam
Vaalee,1999,158 min,7.9,2276,"romance, thriller",tamil
Viralukketha Veekkam,1999,156 min,7.1,33,comedy,tamil
Gul Sanobar,1953,,6.4,0,"drama, fantasy",hindi
Bombshell,1935,,6.4,0,unknown,hindi
Five Rifles,1997,143 min,6.4,0,drama,bengali
Partu,2015,136 min,7.7,27,"drama, family",marathi
Punnami Nagu,2009,,4.3,6,"adventure, drama, fantasy",telugu
Bhoomi Malayalam,2009,89 min,6.8,20,drama,malayalam
Kamaal Dhamaal Malamaal,2012,148 min,4.1,742,"comedy, drama",hindi
Lamboo in Hong Kong,1967,,6.4,0,"action, comedy",hindi
Antareen,2017,123 min,6.4,0,drama,assamese
Sooryan,2007,,3.5,20,"drama, musical",malayalam
Saacho Sukh Saasarivama,1983,,6.4,0,drama,gujarati
Naya Jigar,2007,,6.2,27,"action, comedy, drama",telugu
Anokha Milan,1972,125 min,6.3,19,drama,hindi
1978: A Teen Night Out,2019,107 min,4.0,20,thriller,hindi
Nadodi Raja,1982,,6.4,0,unknown,tamil
Mushrooms,2011,90 min,4.2,191,drama,bengali
Raaj,2009,146 min,7.2,85,"action, drama, romance",kannada
Wedlock,2021,,6.4,0,comedy,hindi
Bondi Balaka,1981,127 min,6.4,0,drama,bengali
Mahal,1968,,6.4,0,unknown,urdu
Koduku,2004,115 min,3.9,14,action,telugu
Santosham,2002,150 min,7.1,528,"drama, romance",telugu
Vishaal,1987,,6.4,0,"drama, romance",hindi
Sadho,2019,110 min,6.4,0,drama,hindi
Discount Workers,2020,,6.4,0,documentary,urdu
Hosa Neeru,1985,144 min,6.4,0,unknown,kannada
Rang Sawala,2021,,6.4,0,music,marathi
Pappu,1980,143 min,6.4,0,unknown,malayalam
Lanka,2017,113 min,6.1,9,"drama, mystery, thriller",telugu
Vai Sollil Veeranadi,1984,134 min,6.4,0,drama,tamil
Yuddam,2014,,3.2,19,unknown,telugu
Naan Pesa Ninaipathellam,1993,140 min,6.4,0,drama,tamil
Aalayam,1967,169 min,6.8,5,drama,tamil
Sevakudu,2013,,4.7,10,action,telugu
Daaera,1953,139 min,6.5,32,drama,hindi
Amarakaviyam,1981,,6.4,0,unknown,tamil
Topi Var Topi,1995,,6.4,0,comedy,marathi
Ningalil Oru Sthree,1984,,6.4,0,unknown,malayalam
Virattu,2014,,5.1,8,thriller,tamil
Tu Meri Good Luck,2002,,6.4,0,drama,punjabi
Ellellu Neene Nannallu Neene,2011,,6.4,0,drama,kannada
Andhala Magto Ek Dola,1956,,6.4,0,unknown,marathi
Mouj Mela,1963,,6.4,0,drama,punjabi
Vanakkam Chennai,2013,143 min,5.8,552,"comedy, romance",tamil
Farangi,1964,,6.4,0,"action, history",urdu
Sivani,2002,150 min,6.4,0,drama,telugu
Asthamikkatha Pakalukal,1981,133 min,6.4,0,unknown,malayalam
Lafdaa,1999,,6.4,0,thriller,hindi
Khanana,2019,120 min,6.4,0,thriller,kannada
Anbae Sangeetha,1979,,6.4,0,unknown,tamil
Aashiyana,2014,133 min,6.4,0,drama,marathi
Ennodishtam Koodamo,1992,,5.4,23,"comedy, romance",malayalam
Sparsha,2000,154 min,7.0,142,"drama, musical, romance",kannada
Kalka,1989,,6.4,0,unknown,punjabi
Sonna Pochu,2015,,6.4,0,thriller,tamil
Dilwale Dulhaniya Le Jayenge,1980,120 min,7.1,56,romance,hindi
Javed,2018,17 min,6.4,0,"short, drama",urdu
Malargal Nanaiginrana,1985,,6.4,0,unknown,tamil
Gunda Gang,1992,,8.3,38,action,hindi
Flying Circus,1965,,6.4,0,action,hindi
Moti Veerana Chowk,1987,151 min,6.4,0,drama,hindi
Psycho,2008,120 min,6.4,0,"drama, thriller",kannada
Rajakumari,2009,138 min,6.4,0,drama,kannada
Adalat,1958,139 min,6.9,36,"drama, musical, romance",hindi
Neetho,2002,150 min,6.3,9,romance,telugu
My Client's Wife,2020,106 min,6.1,540,"mystery, thriller",hindi
Hamaar Raju Superstar,2018,130 min,6.4,0,drama,bhojpuri
Paka Varuthya Vina,1986,,6.4,0,musical,malayalam
Rajputani,1979,,6.4,0,unknown,gujarati
Hero Hindustani,1998,152 min,4.8,300,"action, comedy, drama",hindi
Asa Mee Ashi Tee,2013,,6.4,0,romance,marathi
Choritrohin,1975,,6.4,0,drama,bengali
Samay: When Time Strikes,2003,136 min,6.9,1802,"crime, mystery, thriller",hindi
Uyir Ullavarai,2005,,6.4,0,drama,tamil
Mannippu,1969,135 min,6.4,0,drama,tamil
Disha Encounter,2021,,6.4,0,"crime, thriller",telugu
Jaljala,2010,,6.4,0,action,nepali
Flop Director,2015,,6.4,0,drama,kannada
After Love,2020,89 min,7.3,166,drama,oriya
Puttar Sheran Day,1986,,6.4,0,unknown,punjabi
Pakka Plan,2016,,6.4,0,unknown,telugu
Thayagam,1996,155 min,5.7,11,action,tamil
Nizam Lohar,1966,,6.4,0,war,punjabi
Nasihat,1967,120 min,6.4,0,mystery,hindi
Halaku Tay Khan,1985,,6.4,0,unknown,punjabi
Vareva,2011,,6.4,0,romance,telugu
Yaar Anmulle,2011,142 min,7.4,903,comedy,punjabi
Ghungroo Ki Awaaz,1981,138 min,6.3,33,"mystery, thriller",hindi
Devarakondalo Vijay Premakatha,2021,,4.7,851,drama,telugu
Tera Jadoo Chal Gayaa,2000,143 min,3.0,555,"musical, romance",hindi
Wafadaar,1985,190 min,4.5,31,"comedy, drama",hindi
Mahayanam,1989,141 min,7.1,114,"action, drama",malayalam
Raat Jaga Tara,2020,113 min,8.9,8,drama,bengali
Muhallay Daar,1994,,6.4,0,unknown,punjabi
Moner Mayur,1954,102 min,5.3,7,drama,bengali
Gaav Tase Changle Pun Veshila Tangale,1985,137 min,6.4,0,drama,marathi
President Gari Alludu,1994,126 min,6.4,0,drama,telugu
Do Qadam Dur Thay,2014,,8.1,25,"drama, family, romance",urdu
Sanghnadam,1988,,6.4,0,unknown,malayalam
Jeevitha Samaram,1971,,6.4,0,unknown,malayalam
Manatlya Unhat: In the Sunshine of the Mind,2015,,6.4,0,biography,marathi
Ouija: Game Never Ends,2015,119 min,7.0,1125,horror,kannada
Dunia Na Many,1965,,6.4,0,unknown,punjabi
Mee Shivajiraje Bhosale Boltoy,2009,149 min,7.9,1734,drama,marathi
Intercity,2018,50 min,6.4,0,"action, thriller",hindi
Palashichi P.T,2018,102 min,9.1,20,sport,marathi
Kuvaakuvaa Vaththukkal,1984,125 min,6.4,0,unknown,tamil
Planning,2019,142 min,6.4,0,"drama, family, romance",telugu
Shri Datta Darshan,1988,159 min,6.4,0,drama,hindi
Jahan Sati Wahan Bhagwan,1965,,6.4,0,"adventure, drama, history",sanskrit
Buk Bhara Bhalobasa,2000,136 min,6.4,0,romance,bengali
Bangdya Bhara,2001,,6.4,0,drama,marathi
The Offence: 60 sec Film,2016,,6.4,0,"short, thriller",urdu
Chandulli Cheluve,2010,,6.4,0,drama,kannada
Anupama,1981,,6.4,0,unknown,kannada
Tin Konya,1985,,6.4,19,"action, drama",bengali
Murder,2006,,6.4,0,mystery,urdu
Natoker Moto: Like a Play,2015,121 min,7.3,32,drama,bengali
Zindagi,1940,120 min,7.0,12,drama,oriya
Daivam Sakshi,2019,103 min,1.9,15,drama,malayalam
Dream Lock,2016,100 min,6.4,0,"crime, drama, mystery",hindi
Akalmand,1984,,5.7,39,"comedy, romance, thriller",hindi
Malkin,2019,,6.4,0,"short, drama",urdu
Bharatamlo Oka Ammayi,1975,129 min,6.4,0,drama,telugu
Alibaba,1976,,6.4,0,unknown,hindi
Salangai oli,1983,160 min,8.0,305,"drama, musical",tamil
Saathi,1998,,6.4,0,"drama, romance",nepali
Babul Sadqe Tere,1974,,6.4,0,unknown,punjabi
Aalasyam Amrutham,2010,,4.5,25,drama,telugu
Khoon Ka Badla Phansi,1986,,6.4,0,action,hindi
Palletoori Chinnodu,1973,,6.4,0,unknown,telugu
Baghini,1968,140 min,7.7,18,drama,bengali
Badhaai Do,2021,,6.4,0,comedy,hindi
Ekate,2019,105 min,6.4,0,drama,kannada
Sreekaram,2021,122 min,6.8,556,drama,telugu
Deenam,2020,,6.4,0,"short, thriller",malayalam
Phirey Esho Behula,2011,128 min,6.4,0,drama,bengali
Silsila,1987,194 min,6.4,0,"action, drama, family",punjabi
But Shikan,1994,,5.8,13,unknown,urdu
Meagamann,2014,139 min,6.8,549,"action, drama, thriller",tamil
Popcorn Khao! Mast Ho Jao,2004,138 min,4.0,84,"comedy, drama, romance",hindi
Choothattam,1981,,7.1,12,unknown,malayalam
Sssshhh...,2003,163 min,4.4,326,"horror, mystery",hindi
Charda Suraj,1996,138 min,6.4,0,drama,punjabi
Shubhamangal Savadhan,1992,232 min,7.8,42,drama,marathi
Sardara Kartara,1980,,6.4,0,"action, crime, drama",punjabi
Shock,2004,,4.7,90,horror,tamil
Manuvu Manasu,1973,111 min,6.4,0,drama,telugu
Love Letter,1975,,6.4,0,unknown,malayalam
Vadina,1955,,6.4,0,unknown,telugu
Ajeyudu,1987,127 min,5.7,12,drama,telugu
Gorintaku,2008,151 min,5.0,32,drama,telugu
Kala Pani,1958,164 min,7.2,276,"crime, musical, romance",hindi
Salt n' Pepper,2011,118 min,7.4,1800,"comedy, drama, romance",malayalam
Kulkarni Chaukatla Deshpande (KCD),2019,120 min,7.0,7,drama,marathi
Mi Amruta Boltey,2008,136 min,6.4,0,drama,marathi
Balkadu,2015,150 min,6.8,71,"drama, history, thriller",marathi
Kukkiliyar,2015,,6.4,0,drama,malayalam
Aaghaatha,1994,137 min,6.4,0,unknown,kannada
Erimalai,1985,,6.4,0,unknown,tamil
Deviyin Thirumanam,1977,,6.4,0,drama,tamil
Ronde Sare Vyah Picho,2013,131 min,6.8,82,comedy,punjabi
Maine Unko Sajan Chun Liya,2019,125 min,6.4,0,drama,bhojpuri
Naradhar Kalyanam,1959,,6.4,0,unknown,tamil
Stree,1961,139 min,7.5,21,fantasy,hindi
Gorol,2017,104 min,6.4,0,adventure,bengali
Pinjar,2003,188 min,8.0,2597,drama,oriya
Prarambha,2020,,6.4,0,"drama, romance",kannada
Chhava,2006,,6.4,0,action,marathi
Sarvamangala,1968,142 min,7.8,8,unknown,kannada
Patni,1942,194 min,6.4,0,unknown,telugu
Kadambari,1944,,6.4,0,unknown,hindi
Dasi,1944,,6.4,0,drama,hindi
Savitri,2013,,6.4,0,"short, drama",nepali
Sunsan Mahal,2004,,6.4,0,horror,hindi
Sonar Sansar,1985,,6.4,0,drama,bengali
Pizza II: Villa,2013,102 min,6.5,564,"horror, thriller",tamil
Chhokka Panja,1980,,6.4,0,drama,bengali
Conscience 2,2018,,6.4,0,"short, drama",malayalam
Main Tera Dushman,1989,,5.2,66,"action, adventure, crime",hindi
Kanchanamala Cable TV,2005,,4.2,28,romance,telugu
Narkali,2021,,6.4,0,drama,tamil
Akshathe,2016,,6.4,0,drama,kannada
Friday and Friday,2018,,6.4,0,drama,tamil
Kulaputra,1981,,6.4,0,unknown,kannada
Satyavan,1994,,6.4,0,comedy,tamil
Ramarajya,2018,,6.4,0,drama,kannada
Pyaasi Sherni,2004,,6.4,0,thriller,hindi
Marichika,1988,,6.4,0,drama,hindi
Soorya Gayathri,1992,110 min,6.6,126,"drama, musical",malayalam
Amavarathi,2009,,6.7,54,thriller,telugu
The Gang,2000,,6.4,0,"musical, action, thriller",malayalam
Mejo Bou,1955,,7.4,10,drama,bengali
Masti Ke Do Pal,2000,,6.4,0,thriller,hindi
Oru Indian Pranayakatha,2013,150 min,6.7,1244,"drama, romance",malayalam
Chorer Bou,1992,138 min,6.4,0,"comedy, drama, romance",bengali
Depth of Pyaar,2019,93 min,6.8,388,"crime, drama, family",hindi
Pasand Apni Apni,1971,,6.4,0,romance,hindi
Seethakoka Chilaka,1981,140 min,7.7,45,"musical, romance",telugu
Gumnam,1954,,6.6,10,musical,oriya
Pen Masala,2018,118 min,6.4,0,drama,malayalam
Musafir,1940,,6.4,0,unknown,hindi
Patthar Dil,1985,,5.2,6,"drama, romance",hindi
Sapath Nilam,1972,111 min,6.4,0,drama,bengali
Dehekte Sholay,1991,,6.4,0,action,hindi
En Uyir Kannamma,1988,,5.9,12,unknown,tamil
Main Agar Chup Hoon,2020,40 min,6.4,0,drama,urdu
Anatharu,2007,143 min,6.4,0,drama,kannada
Jerk,2019,126 min,6.4,0,horror,kannada
The Last Tiger,1983,85 min,6.4,0,drama,hindi
Pattanamthan Pogalaamadi,1990,120 min,6.4,0,drama,tamil
Abdullah the Great,1992,,6.4,0,unknown,urdu
Krack,2021,154 min,6.7,4432,"action, thriller",telugu
Har Fun Moula,1968,,6.4,0,unknown,urdu
Mera Munna,1967,,6.4,0,"drama, family",hindi
Kala Pul: The Black Bridge,2008,44 min,6.9,7,"short, drama, thriller",oriya
60sec x 60yrs,2018,1 min,6.4,0,short,malayalam
Dil Hai Betaab,1993,157 min,3.2,111,"action, drama, romance",hindi
Run Bhuumi - Champs Don't Cry,2015,107 min,5.7,7,family,hindi
Ver No Waras,1976,,6.4,0,history,gujarati
Virus,2007,,6.4,0,family,malayalam
Seventh,2019,,6.4,0,thriller,hindi
Ganga Maang Rahi Balidan,1981,,6.4,0,action,hindi
Penn Ondru Kanden,1974,,6.4,0,unknown,tamil
DAGI,1994,,6.4,0,"drama, thriller",bengali
Kalyana Kanavugal,1984,119 min,6.4,0,unknown,tamil
Chinna Jameen,1993,130 min,5.4,32,"crime, romance",tamil
Yavanika,1982,147 min,7.9,667,"drama, mystery",malayalam
Ko Afno,2015,114 min,6.6,15,"drama, thriller",nepali
Neela Malargal,1979,126 min,5.7,29,"drama, romance",tamil
Dark days of heaven,2021,,6.4,0,"drama, war",tamil
Duhshahosh,1994,,6.4,0,drama,bengali
Ram Kasam,1978,,5.4,7,action,hindi
Gujjar Puray Dinan Da,2017,,6.4,0,unknown,punjabi
Tin Tin Tin,1959,,6.4,0,drama,hindi
Auto Romance in Mumbai,2018,167 min,6.4,0,romance,hindi
Aranjaanam,1982,,6.4,0,unknown,malayalam
Dial 100,1982,145 min,6.1,17,"action, crime, drama",hindi
Apne Huye Paraye,1964,,6.1,20,"drama, family",hindi
Ividam Swargamanu,2009,150 min,7.2,984,drama,malayalam
C.I.D. Silk,1986,,6.4,0,action,hindi
Do Bhai,1947,,6.4,0,"drama, family",hindi
Maharog,1987,,6.4,0,romance,hindi
Be-Careful,2011,93 min,3.1,87,"comedy, crime, drama",punjabi
Aashiq Hoon Baharon Ka,1977,136 min,5.4,84,romance,hindi
Love Lock,2021,,6.4,0,thriller,malayalam
Makara Vilakku,1980,,6.4,0,unknown,malayalam
Chaitali,1975,,6.0,39,drama,hindi
Abar Tora Manush Ho,1973,,8.5,37,war,bengali
Mayurakshi,2017,102 min,7.1,368,drama,bengali
Zehni Interstellar,2020,,9.2,5,"short, drama",urdu
Tension Thai Gayu,2018,131 min,6.4,0,"comedy, drama",gujarati
Unpredicted,2016,,6.4,0,"short, thriller",urdu
Ranjan,2017,,6.4,0,"drama, romance",marathi
Golak Bugni Bank Te Batua,2018,130 min,7.1,559,"comedy, drama",punjabi
Zalim Saudagar,1941,,6.4,5,drama,hindi
Shortcut: Disto Pan Nasto,2015,120 min,6.3,15,thriller,marathi
Naam Gum Jaayega,2005,125 min,5.9,77,"mystery, thriller",hindi
Antardwand,2008,114 min,7.3,645,"crime, drama",hindi
Ore Jatri,1951,,5.0,5,unknown,bengali
Sollaathey Yaarum Keyttaal,1981,,6.4,0,unknown,tamil
Ayushman Bhava,2018,,6.4,0,romance,telugu
Tees Maar Khan,1955,,6.4,0,action,hindi
Shahnaz,1948,,6.4,0,drama,hindi
Kal Nahin Aaj,1987,,6.4,0,drama,hindi
Aatank,1996,113 min,3.9,97,"action, thriller",hindi
Aasra,2016,,6.4,0,biography,hindi
Jalte Deep,1950,,6.4,0,unknown,hindi
Traffic,2011,122 min,8.1,4271,"action, adventure, mystery",malayalam
Pratidwandi,1970,110 min,8.1,1516,drama,bengali
Sun Meri Laila,1983,143 min,6.9,11,romance,hindi
Vaira,2017,105 min,6.4,0,horror,kannada
Bhaiyyajaan,2016,57 min,6.4,0,"action, crime, drama",hindi
Ellaam Inbamayam,1981,136 min,6.9,47,"comedy, drama",telugu
Ijjodu,2010,,5.4,9,drama,kannada
Shakti aur Saitaan,1999,,6.4,0,horror,hindi
Main Hoon Sherni,1992,,6.4,0,action,hindi
Jeevikkan Anuvadhikuka,1967,170 min,6.4,0,unknown,malayalam
Star Kannadiga,2019,128 min,6.4,0,drama,bengali
Omana Thinkal Kidavo,2018,32 min,6.4,0,"short, drama",malayalam
Vishnumaya,1932,,6.4,0,fantasy,hindi
Pugree,1948,,6.4,0,comedy,hindi
Adhagappattathu Magajanangalay,2017,116 min,5.0,17,"comedy, thriller",tamil
Ishtehari Mulzim,1972,,6.4,0,"drama, musical",punjabi
Paiyaa,2010,152 min,6.4,2606,"action, adventure, drama",tamil
Attegondukala Sosegondukala,1968,156 min,6.4,0,unknown,kannada
Gul Bahar,1954,,6.4,0,unknown,hindi
Ghawre Bairey Aaj,2019,146 min,6.4,284,drama,bengali
Khush Rado,1949,,6.4,0,unknown,hindi
Karlo Timepass Yaar,2015,128 min,6.4,0,romance,hindi
Chandrakor,2015,,6.4,0,romance,marathi
Republic,2021,,6.4,0,drama,telugu
Pelli Pustakam,1991,151 min,7.5,243,"comedy, drama, romance",telugu
Sanware,2019,,6.4,0,"short, music",urdu
Su Karisu,2016,130 min,6.4,0,drama,gujarati
Churam,1997,,5.5,36,"crime, drama, romance",malayalam
Hashar Nashar,1976,,6.4,0,unknown,punjabi
Majboor,1974,155 min,7.1,663,"drama, mystery, thriller",hindi
Kavya Mela,1965,138 min,5.9,10,unknown,malayalam
