Movie Name,Year,Timing(min),Rating(10),Votes,Genre,Language
Doctor Gari Abbai,1988,135 min,6.4,0,drama,telugu
Bhagat Dhanna Jatt,1974,136 min,8.2,24,"action, comedy, drama",punjabi
Paranjoti,1945,,6.4,0,unknown,tamil
Alti,2020,,8.6,21,drama,tamil
Masoom,1975,,6.4,0,drama,urdu
Kaliyuga Sutradhari,2021,,6.4,0,family,telugu
Ettumuttal,1984,,6.4,0,unknown,malayalam
Main Sharif Aa,1979,,6.4,0,unknown,punjabi
Hogenakkal,2014,,6.4,0,drama,tamil
Coolie,1997,,6.7,17,romance,bengali
Vijay Lakshmi,1943,,6.4,0,unknown,hindi
Chanakya Shapadham,1986,138 min,5.2,19,"action, romance",telugu
Pakal,2006,,6.3,16,unknown,malayalam
Kiska Hai Intezaar,2005,,6.4,0,"drama, romance",hindi
Thaalaattu,1993,,6.4,0,unknown,tamil
Kumbalangi Nights,2019,135 min,8.6,9899,"comedy, drama, romance",malayalam
Ghamandee,1981,,4.8,13,drama,hindi
Shaandaar,2015,144 min,3.5,5176,"comedy, drama, romance",hindi
Ludo,2020,150 min,7.6,30179,"action, comedy, crime",hindi
Shakuntala Devi,2020,127 min,6.1,8259,"biography, drama",hindi
Maragadha Naanayam,2017,150 min,7.0,1270,"adventure, comedy, fantasy",tamil
Ram Raaj,2008,,4.4,167,action,hindi
Kabita,1977,146 min,5.7,11,"drama, family",bengali
Moodila muchata,1985,132 min,6.4,0,drama,telugu
Avathaaram,1981,,6.4,0,unknown,malayalam
Allavudeenum Arputha Vilakkum,1957,191 min,5.8,8,unknown,tamil
Rabhasa,2014,153 min,4.9,1681,"action, comedy",telugu
Changayi,2021,122 min,6.4,0,drama,malayalam
Gambeeram,2004,165 min,4.5,59,"action, comedy, crime",tamil
Aryan,1988,181 min,7.1,271,"action, drama",malayalam
Bahattor Ghonta,2011,53 min,7.0,6,"crime, thriller",bengali
Prithviraj,2021,,6.4,0,"action, drama, history",hindi
22G Tussi Ghaint Ho,2015,120 min,5.7,45,comedy,punjabi
Maji Sawat Maji Bahin,2008,,6.4,0,family,marathi
Naanu Matthu Gunda,2020,139 min,7.9,52,drama,kannada
Chakravarthy,1991,,6.9,13,unknown,malayalam
The King and the Commissioner,2012,183 min,3.3,414,"action, thriller",malayalam
Bullet Basya,2015,,6.3,35,drama,kannada
Badle Ki Raat,1991,,6.4,0,thriller,hindi
Orey Muththam,1980,,6.4,0,musical,tamil
Bheeshma,2016,153 min,6.4,0,drama,kannada
Switzerland,2020,138 min,8.0,70,drama,bengali
Kaalapani,1996,178 min,8.4,3826,"action, drama, history",malayalam
Beta,1992,171 min,6.3,1930,"drama, romance",hindi
Tandri,1953,,6.4,0,musical,telugu
Mangal Khan,1995,,6.4,0,unknown,punjabi
Aap Ki Khatir,1977,115 min,6.3,27,"action, comedy, drama",hindi
Aparahnam,1991,116 min,6.4,0,drama,malayalam
Nawab Sirajuddaula,1989,,7.5,12,history,bengali
Shabana,1976,140 min,6.4,0,drama,urdu
Thambikottai,2011,150 min,3.4,35,action,tamil
Abbayitho Ammayi,2016,,6.6,27,romance,telugu
The World of Fashion,2013,120 min,6.8,6,"drama, thriller",hindi
Koi Aap Sa: But Lovers Have to Be Friends,2005,142 min,5.2,229,"comedy, drama, romance",hindi
Zanjeer,1986,,6.4,0,drama,urdu
Savitri,2016,128 min,5.7,80,"comedy, drama, family",telugu
2 Band Radio,2019,,6.4,0,comedy,hindi
Heerey Manik,1979,,7.2,8,drama,bengali
Saradaga Kasepu,2010,125 min,5.6,63,comedy,telugu
Jore Barat,1931,,6.4,0,drama,bengali
Oka Oori Katha,1978,116 min,7.6,62,"comedy, drama",telugu
Sugandhavally,2002,,6.4,0,unknown,malayalam
Naanu Mattu Varalakshmi,2016,137 min,6.4,0,drama,kannada
Vakkuruthi,1973,130 min,6.4,0,unknown,telugu
Sambandh - The Relation,2004,,6.4,0,thriller,hindi
Komaali Kings,2018,125 min,8.8,87,comedy,tamil
Saali Ne Kela Ghotala,2009,114 min,6.4,0,unknown,marathi
Sati Savitri,1964,,6.3,6,fantasy,hindi
Utho Aur Laro,2015,104 min,6.4,0,drama,hindi
Ramji Rav Speaking,1989,150 min,8.5,2857,"comedy, thriller",malayalam
Leeches,2016,27 min,7.2,211,"short, drama",urdu
Saat Kadam,2021,120 min,6.1,1468,"drama, sport",hindi
Pasanga,2009,178 min,7.7,814,"drama, family",tamil
Mr. Majnu,2019,145 min,6.0,977,romance,telugu
Yegire Pavurama,1997,142 min,6.6,32,romance,telugu
Do Naina,1947,,6.4,0,unknown,hindi
Paidagir,1993,,6.4,0,action,urdu
Life in the Walled City of Lahore,1991,50 min,6.4,0,documentary,urdu
Uyir Osai,2004,,6.4,0,drama,tamil
Khanjar,2003,,3.3,58,action,hindi
Godhari Kathalu,2021,,6.4,0,drama,telugu
Parivaar,1987,,6.9,49,"drama, family",hindi
Dui Bari,1963,,6.4,0,drama,bengali
3 Bahadur: Rise of the Warriors,2018,94 min,7.9,39,"animation, action, adventure",urdu
Neend,1959,,8.3,9,unknown,urdu
Aag Aur Toofan,1975,,6.4,0,"action, drama, thriller",hindi
Adhikaram,1980,,6.4,0,unknown,malayalam
Gho Gho Rani,2019,105 min,9.2,28,"history, romance",hindi
Rajdhanir Buke,1960,,7.5,6,musical,bengali
Bin Phere Hum Tere,1979,,6.7,25,"drama, family",hindi
Muddy,2021,,6.4,0,"action, thriller",tamil
Maa Aur Devar,1978,,6.4,0,drama,hindi
Watchman Vadivelu,1994,,6.4,0,drama,tamil
Gramadevathulu,1968,,6.4,0,unknown,telugu
Saheb,2019,142 min,5.7,144,drama,gujarati
Manasa Veena,1976,,6.4,0,unknown,malayalam
Kuch To Gadbad Hai,2004,,7.6,38,comedy,hindi
Pearl of the Desert,2019,82 min,6.2,10,documentary,rajastani
Ganadevata,1979,172 min,8.2,27,drama,bengali
Meera a Bloody Love Story,2016,144 min,6.5,11,"mystery, thriller",telugu
Kalla Parunthu,2012,,6.4,0,drama,tamil
Tamani,2020,92 min,6.4,0,crime,tamil
Junglee Bahar,1993,81 min,6.4,0,"adventure, romance, thriller",hindi
Davpech,2010,125 min,6.7,19,drama,marathi
Daivathinte Swantham Cleetus,2013,120 min,4.7,372,"action, drama, mystery",malayalam
Manasu Mata Vinadu,2005,,6.4,0,romance,telugu
Mitti Na Pharol Jogiya,2015,114 min,6.5,12,family,punjabi
Do Anjaane,1976,155 min,6.9,416,drama,hindi
Aramane,2008,142 min,7.3,59,drama,kannada
Kalathur Kannamma,1960,176 min,6.7,120,"drama, romance",telugu
Krishna Gopalkrishna,2002,,4.5,16,drama,malayalam
Paisa,1957,,6.4,0,unknown,hindi
Majboor,1989,,5.3,39,drama,hindi
"LSD: Love, Sex Aur Dhokha",2010,155 min,7.1,5310,"comedy, crime, drama",hindi
IK Doli,1982,,6.4,0,unknown,punjabi
Cheppu,1987,130 min,6.8,90,drama,malayalam
Cinema Cinema,1986,,6.4,0,unknown,tamil
Commercial Pilot Officer,1963,,6.4,0,action,hindi
Qatil Dilruba,1989,69 min,6.4,0,drama,hindi
Dulha,1992,,6.4,0,drama,bhojpuri
Enga Veetu Ramayanam,1987,126 min,5.2,6,drama,tamil
Anarkali,1953,175 min,7.2,71,"history, musical, romance",hindi
Tula Kalnnaar Nahi,2017,112 min,6.8,54,romance,marathi
Sthanarthy Saramma,1966,,6.4,0,unknown,malayalam
Shree Partner,2012,125 min,6.4,0,drama,marathi
George Reddy,2019,153 min,7.2,582,action,telugu
Beneath Everest: Nepal Reborn,2010,100 min,6.4,0,"documentary, war",nepali
Maya Jaal,1962,,6.4,0,"action, adventure, fantasy",hindi
Karthavyam,1990,152 min,6.9,86,"action, drama",telugu
Dhuan Hi Dhuan,1994,,6.4,0,action,hindi
Padamati Sandhya Ragam London Lo,2017,124 min,6.4,0,"comedy, romance",telugu
Thorli Jaau,1982,,6.4,0,"drama, family",marathi
Gatmat,2018,117 min,6.4,0,unknown,marathi
Paani,2014,85 min,6.4,0,comedy,assamese
Meri Life Mein Uski Wife,2009,,4.9,28,"comedy, drama",gujarati
Subhalekha,1982,139 min,7.3,195,"family, drama, musical",telugu
Dharmakanya,1968,144 min,6.4,0,unknown,marathi
Captain Magal,1992,137 min,6.7,31,unknown,tamil
Beghum Jaan,2016,,6.4,0,"short, drama",urdu
Dorangi Duniya,1933,,6.4,0,unknown,hindi
Inspector Rekha,1973,,6.4,0,thriller,hindi
Bindya,1960,,5.7,12,drama,hindi
Share Bazaar,1997,,5.4,5,drama,hindi
Club Dancer No.1 Gulabi Raatein,2000,60 min,6.4,0,musical,hindi
Aasma: The Sky Is the Limit,2009,240 min,3.8,46,drama,hindi
Chand Chakori,1945,,6.4,0,drama,hindi
Dil Ka Doctor,1995,,3.6,20,comedy,hindi
Ek Main Aur Ekk Tu,2012,110 min,5.7,6429,"comedy, drama, romance",hindi
Akashdeep,1965,136 min,6.5,31,drama,hindi
Unni Vanna Divasom,1984,,6.4,0,unknown,malayalam
Deccan Queen,1962,,6.4,0,action,hindi
Demo Piece,2020,127 min,6.4,0,drama,kannada
Kunthapura,2013,90 min,6.7,10,history,kannada
Bandagi,1971,,6.4,0,unknown,urdu
Mandanmmar Londanil,1983,,6.8,18,comedy,malayalam
Desh Bhakta,1940,,6.4,0,unknown,hindi
Jeem Boom Bhaa,2019,118 min,3.5,65,comedy,malayalam
Amarshilpi Jakanna,1964,161 min,7.4,7,unknown,telugu
Main Bhi Maa Hoon,1965,,6.4,0,drama,hindi
Preet Na Karsho Koi,1985,,6.4,0,romance,gujarati
Dilawar,1936,,6.4,0,unknown,hindi
Oru Panchali Vasthralankaram,2016,7 min,6.4,0,"short, drama",malayalam
Pelli Choopulu,1983,,7.2,5,unknown,telugu
Chhorriyan Chhoron Se Kam Nahi Hoti,2019,,6.7,25,drama,hindi
Legends of Vikasnagar,2021,,6.4,0,crime,hindi
Aramana Veedum Anjoorekkarum,1996,114 min,6.3,77,"comedy, romance",malayalam
Bahattar Hoorain,2019,120 min,8.8,23,comedy,hindi
Mumbai Te Mauritius,1991,,6.5,11,unknown,marathi
Gammat Jammat,1987,145 min,7.5,87,"comedy, drama",marathi
Pyaasi Atma,1988,,6.1,7,horror,hindi
Alo-O-Chhaya,1974,,6.4,0,unknown,bengali
Pushpaka Vimanam,2021,,6.4,0,"comedy, thriller",telugu
Kadugu,2017,115 min,7.5,507,drama,tamil
Aadhi,2018,158 min,6.6,1858,"action, thriller",malayalam
Kinu Gowalar Gali,1964,,7.0,8,drama,bengali
Naale Njangalude Vivahum,1986,,6.4,0,unknown,malayalam
Anjani Putrudu,2009,,6.4,0,fantasy,telugu
B Tech Love Story,2017,128 min,6.4,0,action,telugu
Jibon Dhara,1988,,6.4,0,romance,bengali
Naa Pellam Naa Ishtam,1991,,6.4,0,comedy,telugu
Anjana,2010,79 min,6.4,0,"musical, romance",assamese
Assembly Rowdy,1991,,5.8,259,"action, drama",telugu
Maun,2013,,6.4,0,drama,nepali
Jinnat: Documentary,2017,,6.4,0,"short, mystery",urdu
Guru,2007,166 min,7.7,22223,drama,hindi
Deewana Mastana,1997,140 min,6.7,2426,"comedy, romance",hindi
Nata Ragat Ko,1999,,7.5,11,unknown,nepali
Ori Nee Prema Bangaramkanu,2003,,6.4,0,romance,telugu
Khalnayak,2004,74 min,6.5,11,action,hindi
Navrang,1959,157 min,6.5,139,"drama, musical, romance",hindi
Chalees Chor,1976,,6.4,0,action,hindi
Robin Master,1949,,6.4,0,drama,bengali
Gumm,2019,113 min,7.6,29,"action, drama, romance",urdu
Nagarangalil Chennu Raparkam,1990,155 min,7.0,205,comedy,malayalam
Parugu,2008,159 min,7.1,2559,"action, romance",telugu
Bidda,2008,,6.4,0,drama,kannada
Black Dhaliya,2009,139 min,3.4,73,action,malayalam
Devta,1956,178 min,5.6,15,"adventure, drama",tamil
Amanat,1955,,7.1,15,"drama, family",hindi
Aurangzeb,2013,137 min,6.5,3947,"action, drama, thriller",hindi
Baar Baar Dekho,2016,141 min,5.3,6301,"action, comedy, drama",hindi
PICK POCKET,1989,,6.4,0,drama,hindi
Kanchana: Muni 2,2011,171 min,6.5,1475,"action, comedy, horror",tamil
Sri Ramulayya,1999,,4.8,280,action,telugu
Ahilya,1936,,6.4,0,unknown,bengali
Paari,2012,120 min,6.4,0,drama,tamil
Meri Jaan Ki Baazi,2001,,6.4,0,action,hindi
Rail Ka Dibba,1953,,8.0,36,drama,hindi
Hanthakana Sanchu,1980,,6.4,0,unknown,kannada
Aayushy Kharach khup Sundar Aahe,2015,126 min,7.2,18,"drama, family",marathi
Premayanam,1988,,6.4,0,unknown,telugu
Karnnor Syndrome,2021,11 min,6.4,0,"short, comedy",malayalam
Nabarsiyeki Jhari,2006,34 min,7.2,10,"short, drama",nepali
Darra,2016,122 min,5.1,32,drama,punjabi
Urakkom Varaatha Rathrikal,1978,,6.4,0,unknown,malayalam
Bhanwarey,2017,120 min,6.8,58,comedy,hindi
Alibaba,1940,,6.0,5,unknown,punjabi
In Custody,1994,126 min,7.1,342,"comedy, drama",oriya
Ziddi Mera Naam,1991,,6.4,0,unknown,punjabi
Greeshmam,1980,122 min,6.4,0,drama,malayalam
Iru Methaigal,1984,143 min,6.4,0,unknown,tamil
Nila Kaaikirathu,2014,,6.4,0,drama,tamil
Laadla,1954,,6.4,0,"drama, family",hindi
Pyaas,1956,,6.4,0,mystery,hindi
Dhouns,2006,123 min,6.4,0,action,hindi
Shaadi Kar Lo,1978,,6.4,0,comedy,hindi
Saiqa,1968,145 min,5.2,5,musical,urdu
Iravum Pagalum Varum,2015,,6.4,0,"action, crime",tamil
Lakshya 2020,2021,,6.4,0,thriller,kannada
Maa Ilavelpu,2004,,6.4,0,family,telugu
Gambler,1960,,6.4,0,action,hindi
Nakshathra Tharattu,1998,,5.4,65,"comedy, drama",malayalam
Bazaar,1982,120 min,7.3,466,"drama, family",urdu
Dada Khetrapal,1978,,6.4,0,unknown,gujarati
Junior Mandrake,1997,130 min,7.1,200,"comedy, fantasy",malayalam
Taaqat,1995,180 min,4.9,88,"crime, romance",hindi
Project Kahuta,2021,82 min,6.4,0,"biography, history, thriller",hindi
Molly Aunty Rocks,2012,128 min,5.9,232,drama,malayalam
Hrudaysparshi,2000,,6.4,0,drama,marathi
Rudri,2020,,6.4,0,"crime, drama",kannada
Asthamayam,1978,,6.4,0,unknown,malayalam
Kudumbam,1984,138 min,6.4,30,"drama, family",tamil
The Coal Mafiaa,2012,,6.4,0,action,hindi
Chechi,1950,,6.4,0,unknown,malayalam
Ek Aur Ek Gyarah: By Hook or by Crook,2003,144 min,5.2,1869,"action, comedy, crime",punjabi
Koottathil Oral,2014,,6.4,0,drama,malayalam
Eddelu Manjunatha,2009,120 min,7.6,211,"comedy, drama",kannada
Uvaa,2015,138 min,4.8,143,"comedy, drama",hindi
Sakhavu,1986,,6.4,0,unknown,malayalam
Mamachya Rashila Bhacha,2011,,6.4,0,comedy,marathi
Yaar Des Punjab De,1971,,6.4,0,unknown,punjabi
Aatma Gowravam,1966,,7.3,14,"comedy, drama",telugu
Tarzan Aur Hercules,1966,,6.4,0,action,hindi
1 Percent,2012,38 min,8.9,8,"short, drama",nepali
Bhobhar - The Live Ash,2012,100 min,4.9,9,"drama, family, romance",rajastani
Maharasi Vazhga,1976,120 min,6.4,0,unknown,tamil
Sivappu Sooriyan,1983,139 min,4.9,36,action,tamil
Minnal Murali,2021,,6.4,0,"adventure, comedy, fantasy",malayalam
Free Bird,2014,146 min,6.4,0,family,hindi
Kurukshetra,1987,133 min,6.4,0,unknown,kannada
Kaakai Chirakiniley,2000,,4.4,14,unknown,tamil
Poocha Kanni,1966,,6.4,0,unknown,malayalam
PSPK28,2022,,6.4,0,action,telugu
Bhoot,2003,113 min,6.5,3430,"horror, mystery, thriller",hindi
An Old Man,2016,25 min,6.4,0,"short, drama",malayalam
Rangeela Raja,2019,162 min,2.3,212,comedy,hindi
Rat-Trap,1982,121 min,7.5,469,drama,malayalam
Alo Amar Alo,1971,,6.5,28,drama,bengali
Baap Bete,1959,,6.4,0,"drama, family",hindi
Sasu Varchad Javai,1983,,7.5,15,unknown,marathi
Doshi Nirdoshi,1990,,6.4,0,action,telugu
Prarthana,1978,,6.4,0,unknown,malayalam
Super Bheem Hawa Mein Halla,2016,,5.5,11,animation,hindi
John Honai,2015,121 min,1.9,29,comedy,malayalam
Anbulla Rajanikant,1984,138 min,6.2,161,"drama, family",tamil
Mannar Vagaiyara,2018,160 min,4.8,125,"action, comedy",tamil
Lompot,1996,,6.4,0,action,bengali
Paap Ki Duniya,1988,168 min,4.9,100,"action, drama, romance",hindi
Amoeba,2016,93 min,6.4,0,drama,malayalam
Akhri Muqabla,1989,132 min,5.7,12,"action, drama",hindi
Jurm,2005,150 min,5.5,475,"crime, drama, mystery",hindi
Umbartha,1982,151 min,6.7,126,drama,marathi
Maner Ajante,2009,141 min,6.4,0,"drama, romance",bengali
The People vs. Lyari Expressway,2002,43 min,2.5,13,"documentary, short",urdu
RangiTaranga,2015,149 min,8.3,12587,"mystery, thriller",kannada
Thanga Mama,1985,101 min,6.4,0,unknown,tamil
That's my boy,2015,25 min,6.4,0,"documentary, short, biography",malayalam
Shiv Ratri,1954,,6.4,0,unknown,hindi
Dudde Doddappa,2011,,6.4,0,drama,kannada
Bhoomiyude Avakashikal,2012,114 min,7.3,6,drama,malayalam
Agni Sakshi,1982,151 min,6.8,46,drama,tamil
Paadaatha Thaeneekal,1988,,6.4,0,unknown,tamil
Dena Paona,1988,,6.4,0,drama,bengali
Aamhi Chamakate Taare,2012,126 min,8.0,5,unknown,marathi
Engal Thai,1973,,6.4,0,drama,tamil
Shahar Se Door,1972,,6.4,0,drama,hindi
Mahanayak,2020,110 min,6.4,0,action,bengali
Male,2015,126 min,6.6,19,"comedy, drama, romance",kannada
Shanto Keno Mastan,1998,152 min,5.7,7,action,bengali
Nau Mahine Nau Divas,2009,130 min,6.2,10,comedy,marathi
Indulekha,1967,,6.4,0,unknown,malayalam
Lakshminivasam,1968,,6.3,6,unknown,telugu
Vakeel Saab,2021,153 min,7.6,7705,"action, drama, thriller",telugu
Itha Oru Dhikkari,1981,,6.4,0,unknown,malayalam
Zamane Se Kya Darna,1994,172 min,5.5,64,"action, drama, romance",hindi
Shri Ganesh Vivah,1955,,6.4,0,unknown,hindi
Zindagi Tamasha (Circus of Life),2019,138 min,8.1,86,drama,punjabi
Lucifer,2019,175 min,7.5,7713,"action, crime, drama",malayalam
Taka Ana Pai,1970,,8.5,17,"drama, family",bengali
Driver Dilwalo,2007,,6.4,0,drama,gujarati
Kuttram Seiyel,2019,,6.4,0,"action, crime",tamil
Naagmati Naagwallo,1984,,6.4,0,unknown,gujarati
Nenu Maa Aavida,1981,,6.4,0,comedy,telugu
Mandanda,1950,,6.4,0,drama,bengali
Bhale Chai Boy,2016,72 min,6.4,0,"drama, family, sport",kannada
Aavash,2015,132 min,8.0,8,"drama, romance",nepali
Peekaboo,2021,,6.4,0,"drama, mystery, thriller",hindi
Moonman,2018,,6.4,0,"fantasy, horror, romance",malayalam
Savale Samali,1971,157 min,6.5,19,unknown,tamil
The Hero: Love Story of a Spy,2003,160 min,5.3,2105,"action, adventure, drama",hindi
Shaadi Se Pahle Tabahi,1992,,6.4,0,drama,hindi
The Mirage of Dragonfly,2021,90 min,6.4,0,drama,tamil
Ithoru Bhookambam,1989,,6.4,0,unknown,malayalam
Edaal,2016,,6.4,0,drama,tamil
Pathinonnil Vyazham,2010,120 min,4.0,8,"comedy, drama",malayalam
Bombay Ka Chor,1962,,7.1,15,"crime, mystery",hindi
Mr. Nookayya,2012,140 min,6.3,930,"action, comedy",telugu
Read Chuna,2014,4 min,6.4,0,"documentary, short, drama",nepali
Taj Mahal: A Monument of Love,2003,235 min,6.8,50,"drama, history, romance",hindi
Irasaal Karti,1987,,6.4,0,"action, comedy, drama",marathi
Yeto Vellipoyindhi Manasu,2012,153 min,7.3,897,"drama, romance",telugu
Jivapad,2005,,6.4,0,drama,marathi
Kuldip Patwal: I Didn't Do It!,2017,128 min,6.7,609,"crime, drama, mystery",hindi
Mazaa Masti Ka,1991,,6.4,0,thriller,hindi
Sipahi,1945,,6.4,0,drama,hindi
Limited Manuski,1995,104 min,8.2,12,"comedy, drama",marathi
Bedeni,2011,88 min,8.5,49,drama,bengali
Dastan,1969,,6.4,0,unknown,urdu
Eight Days,1946,141 min,6.5,8,"comedy, drama",hindi
Pakalkkinavu,1966,,6.4,0,unknown,malayalam
Sillunu Oru Kadhal,2006,175 min,7.0,2723,"drama, romance",tamil
Buguri,2015,,7.0,24,"comedy, drama, romance",kannada
Adavi Dora,1995,,6.4,0,family,telugu
Anti Christ,2021,,6.4,0,drama,malayalam
Komaram Puli,2010,163 min,3.5,1520,"action, crime, thriller",tamil
Anamrita,2014,,6.4,0,"short, horror",malayalam
Qaid,1975,130 min,5.7,15,"drama, romance, thriller",hindi
Kinar,2018,142 min,5.5,11,drama,malayalam
Ram Tere Kitne Nam,1985,157 min,6.0,57,drama,hindi
Thuramukham,2021,175 min,6.4,0,crime,malayalam
Tumi Jodi Kuwa,2013,,6.4,0,romance,assamese
Pachhis Basanta,1989,,6.4,0,drama,nepali
Vasantham,2003,,5.7,196,"drama, romance",telugu
WWW: Work Weather Wife,2014,151 min,8.7,26,romance,punjabi
Success,2006,106 min,6.4,0,drama,telugu
Family 420 Once Again,2019,123 min,5.4,18,"comedy, drama",punjabi
Kathapurushan,1996,107 min,7.4,97,"biography, drama",malayalam
Jism Aur Kamasutra,2003,95 min,6.4,0,thriller,hindi
Adhyaksha In America,2019,156 min,6.4,49,comedy,kannada
Jaganmohini,2009,,6.4,0,drama,tamil
Missiamma,1955,179 min,7.7,43,unknown,tamil
Thugs of Hindostan,2018,164 min,4.1,17924,"action, adventure",hindi
Do Musafir,1978,147 min,7.1,22,"drama, family, romance",hindi
Kabali,2016,153 min,6.2,11658,"action, crime, drama",telugu
Jallikkattu,1987,134 min,6.5,40,unknown,tamil
Miss India,1957,148 min,7.5,17,drama,hindi
Revathikkoru Pavakkutty,1986,,7.0,42,"comedy, drama",malayalam
Santhu Straight Forward,2016,159 min,6.5,598,"action, drama, romance",kannada
Awaaz,1942,,6.4,0,unknown,hindi
Mutiyar,1951,,6.4,0,drama,punjabi
Thirumanassu,1995,127 min,6.4,0,drama,malayalam
The Nincompoops Hindi Movie,2013,107 min,6.8,21,comedy,hindi
Pengalila,2019,111 min,8.3,602,drama,malayalam
Maidan-E-Jung,1995,155 min,4.3,518,"action, drama",hindi
Mammy,1998,,6.4,0,unknown,urdu
Khoon Kharaba,1980,,5.5,6,action,hindi
Wehshi Aurat,1995,145 min,6.4,0,action,punjabi
Shankara,1991,,5.5,46,action,hindi
Mehandi Laga Ke Rakhna 2,2018,154 min,6.4,0,drama,bhojpuri
Dilli Ka Dada,1992,,6.4,0,action,hindi
Mohabat Aik Kahani,1977,,6.4,0,unknown,punjabi
Mana oori Katha,1976,125 min,6.4,0,drama,telugu
Badavara Bandhu,1976,141 min,8.9,29,unknown,kannada
Thirike,2021,108 min,7.2,218,drama,malayalam
Swethanagu,2004,123 min,6.2,18,fantasy,telugu
Bhaier Shotru Bhai,2004,,5.5,8,"action, drama",bengali
Aalappiranthavan,1987,131 min,6.4,0,unknown,tamil
Finding Fanny,2014,102 min,5.7,6177,"adventure, comedy, drama",konkani
Risknamaa,2019,123 min,7.0,20,thriller,hindi
Taqdeer,1967,108 min,6.3,35,"drama, family",hindi
Bhagat Narsinh Mehta,1980,,6.4,0,drama,hindi
Sargavasantham,1995,,6.4,0,unknown,malayalam
Sheeshe Ki Diwar,1954,122 min,6.4,0,unknown,hindi
Ishaqzaade,2012,120 min,6.5,6907,"action, drama, romance",hindi
Njan Ninnodu Koodeyundu,2015,,4.7,6,drama,malayalam
Loev,2015,92 min,5.8,2389,"drama, romance",hindi
Tara Mira,2019,120 min,7.3,31,drama,punjabi
AA21,2022,,6.4,0,drama,telugu
Thirumalai,2003,169 min,6.2,778,"action, romance",tamil
Panchakshari,2010,129 min,3.8,109,"drama, fantasy, thriller",telugu
Bhakta Kabir,1942,,6.4,0,unknown,hindi
Bombay Calling,1942,,6.4,0,unknown,hindi
Tamanna,1969,,6.2,12,"drama, family",hindi
Velu Thampi Dhalava,1962,,6.4,0,unknown,malayalam
Samaya Ra Paristhiti 2,2017,,6.4,0,short,nepali
Doli Chadh Ke Dulhin Sasurar Chalali,2012,,6.4,0,"action, romance",bhojpuri
Sanadhi,1972,,6.4,0,unknown,hindi
Samarat Prithviraj Chauvan,1959,145 min,6.7,9,"adventure, history, thriller",hindi
Main Wohi Hoon,1966,,4.7,7,mystery,hindi
Kaadu Pookkunna Neram,2016,105 min,7.8,47,drama,malayalam
Chirakumar Sabha,1932,,6.2,10,drama,bengali
Kama Tantra,1999,,6.4,0,thriller,hindi
Praise the Lord,2014,130 min,3.0,183,drama,malayalam
Ithu Manthramo Thanthramo Kuthanthramo,2013,,2.1,8,comedy,malayalam
Ahwan,1961,,6.4,0,drama,bengali
Tirugu Leni Manishi,1981,,6.1,16,"action, comedy, drama",telugu
Scene Contra: Mattoru Cliche,2013,15 min,6.4,0,"short, comedy",malayalam
Laal,2019,,7.7,33,"action, drama",oriya
Lottery Number 08,2015,,8.0,9,"short, drama, thriller",oriya
Jal Tarang,1947,,6.4,0,romance,hindi
Esaar,1975,,6.4,0,unknown,urdu
Krishnakanter Will,2007,145 min,7.4,69,"drama, family, musical",bengali
Vasantha Sena,1985,,7.0,7,"drama, mystery",malayalam
Ek Bhool Chhoti Si,2004,,6.4,0,thriller,hindi
Seyi Chokh,1976,129 min,6.5,15,romance,bengali
Milenge Kabhi,1984,,6.4,0,romance,hindi
Dunkey Following European Dreams,2018,37 min,6.4,0,"documentary, short",urdu
Boota from Toba Tek Singh,1999,,7.5,8,comedy,urdu
Seetha,1980,,6.4,0,unknown,malayalam
Sarbjit,2016,131 min,7.3,4344,"biography, drama",hindi
Mera Inteqam,1985,,6.6,7,action,hindi
Nireekshana,2005,,6.4,0,romance,telugu
Bhula Na Dena,1981,,6.4,0,"drama, family",hindi
Hoore Samandar,1936,,6.4,0,unknown,hindi
Hitler,2018,145 min,6.4,0,drama,bhojpuri
Engamma Maharani,1981,,6.4,0,family,tamil
Zhigrana,2015,125 min,8.2,73,"horror, mystery, thriller",nepali
Kaithi Kannayiram,1960,170 min,6.4,0,drama,tamil
Tarkeeb,1984,136 min,4.6,9,"action, crime, drama",hindi
Evadi Gola Vadide,2005,150 min,6.6,87,"comedy, drama, romance",telugu
Ihe Ba Pyar Ke Rang Hajar,2017,130 min,6.4,0,drama,bhojpuri
Pyar Ki Rahen,1959,,6.4,0,romance,hindi
Hosa climax,2018,,6.4,0,drama,kannada
Rupantor,2008,86 min,7.5,39,"drama, fantasy",bengali
Kaaval,2015,127 min,3.3,57,"action, thriller",tamil
Ranj,2019,80 min,7.2,9,drama,punjabi
Maari,2015,138 min,6.3,3425,"action, comedy, drama",tamil
Aana Mayil Ottakam,2015,143 min,5.7,17,drama,malayalam
Garjanai,1981,,5.1,19,unknown,kannada
Bratacharini,1954,,5.8,5,drama,bengali
Vaayaadi,1973,,6.4,0,unknown,tamil
Pardesi Re,2002,,6.4,0,thriller,hindi
Makaramanju,2010,,5.7,53,"biography, drama",malayalam
Prem Juddho,2013,124 min,6.4,0,drama,bengali
Jungle Ka Jadoo,1955,,6.4,0,unknown,hindi
Desert Safari,2015,26 min,8.4,7,"short, drama",malayalam
Chitralekha,1941,156 min,6.4,0,"drama, history, musical",hindi
Mirchi: It's Hot,2004,107 min,4.0,20,crime,hindi
Mathilukal,1990,120 min,8.3,999,"drama, romance",malayalam
